aalen:	('aalɛnɛm', 'N;INS;SG')
	('ɔ k ɔ ɲ', 'N;NOM;SG')
okop:	('ɔ k ɔ p a x', 'N;ESS;PL')
	('ɔ k ɔ p a mʲ i', 'N;INS;PL')
	('ɔ k ɔ p ɛ m', 'N;INS;SG')
	('ɔ k ɔ pʲ ɛ', 'N;ESS;SG')
	('ɔ k ɔ p', 'N;ACC;SG')
	('ɔ k ɔ p', 'N;NOM;SG')
	('ɔ k ɔ p ɔ m', 'N;DAT;PL')
	('ɔ k ɔ p ɔ vʲ i', 'N;DAT;SG')
	('ɔ k ɔ p u f', 'N;GEN;PL')
	('ɔ k ɔ p u', 'N;GEN;SG')
	('ɔ k ɔ p ɨ', 'N;ACC;PL')
	('ɔ k ɔ p ɨ', 'N;NOM;PL')
	('ɔ k ɔ p ɨ', 'N;VOC;PL')
	('ɔ k ɔ p ɨ', 'N;VOC;SG')
okostna:	('ɔkɔsdnɔ̃', 'N;ACC;SG')
	('ɔkɔsdnɔ̃', 'N;INS;SG')
	('ɔ k ɔ s t n a', 'N;NOM;SG')
	('ɔ k ɔ s t n a', 'N;VOC;SG')
	('ɔkɔsdnɛj', 'N;DAT;SG')
	('ɔkɔsdnɛj', 'N;ESS;SG')
	('ɔkɔsdnɛj', 'N;GEN;SG')
	('ɔkɔsdnɛ', 'N;ACC;PL')
	('ɔkɔsdnɛ', 'N;NOM;PL')
	('ɔkɔsdnɛ', 'N;VOC;PL')
	('ɔkɔsdnɨx', 'N;ESS;PL')
	('ɔkɔsdnɨx', 'N;GEN;PL')
	('ɔkɔsdnɨmʲi', 'N;INS;PL')
	('ɔkɔsdnɨm', 'N;DAT;PL')
okradanie:	('ɔgradaɲia', 'N;GEN;SG')
	('ɔgradaɲiɛm', 'N;INS;SG')
	('ɔ k r a d a ɲ ɛ', 'N;ACC;SG')
	('ɔ k r a d a ɲ ɛ', 'N;NOM;SG')
	('ɔ k r a d a ɲ ɛ', 'N;VOC;SG')
	('ɔgradaɲiu', 'N;DAT;SG')
	('ɔgradaɲiu', 'N;ESS;SG')
okrąg:	('ɔ k r ɔ ŋ k', 'N;ACC;SG')
	('ɔ k r ɔ ŋ k', 'N;NOM;SG')
	('ɔ k r ɛ ŋ ɡ a x', 'N;ESS;PL')
	('ɔ k r ɛ ŋ ɡ a mʲ i', 'N;INS;PL')
	('ɔ k r ɛ ŋ ɡʲ ɛ m', 'N;INS;SG')
	('ɔ k r ɛ ŋ ɡʲ i', 'N;ACC;PL')
	('ɔ k r ɛ ŋ ɡʲ i', 'N;NOM;PL')
	('ɔ k r ɛ ŋ ɡʲ i', 'N;VOC;PL')
	('ɔ k r ɛ ŋ ɡ ɔ m', 'N;DAT;PL')
	('ɔ k r ɛ ŋ ɡ ɔ vʲ i', 'N;DAT;SG')
	('ɔ k r ɛ ŋ ɡ u f', 'N;GEN;PL')
	('ɔ k r ɛ ŋ ɡ u', 'N;ESS;SG')
	('ɔ k r ɛ ŋ ɡ u', 'N;GEN;SG')
	('ɔ k r ɛ ŋ ɡ u', 'N;VOC;SG')
okres:	('ɔgrɛsax', 'N;ESS;PL')
	('ɔgrɛsamʲi', 'N;INS;PL')
	('ɔgrɛsɛm', 'N;INS;SG')
	('ɔgrɛɕiɛ', 'N;ESS;SG')
	('ɔgrɛɕiɛ', 'N;VOC;SG')
	('ɔ k r ɛ s', 'N;ACC;SG')
	('ɔ k r ɛ s', 'N;NOM;SG')
	('ɔgrɛsɔm', 'N;DAT;PL')
	('ɔgrɛsɔvʲi', 'N;DAT;SG')
	('ɔgrɛsuv', 'N;GEN;PL')
	('ɔgrɛsu', 'N;GEN;SG')
	('ɔgrɛsɨ', 'N;ACC;PL')
	('ɔgrɛsɨ', 'N;NOM;PL')
	('ɔgrɛsɨ', 'N;VOC;PL')
okręt:	('ɔgrɛ~\U00100001ʲiɛ', 'N;ESS;SG')
	('ɔgrɛ~\U00100001ʲiɛ', 'N;VOC;SG')
	('ɔgrɛ~tax', 'N;ESS;PL')
	('ɔgrɛ~tamʲi', 'N;INS;PL')
	('ɔgrɛ~tɛm', 'N;INS;SG')
	('ɔ k r ɛ n t', 'N;ACC;SG')
	('ɔ k r ɛ n t', 'N;NOM;SG')
	('ɔgrɛ~tɔm', 'N;DAT;PL')
	('ɔgrɛ~tɔvʲi', 'N;DAT;SG')
	('ɔgrɛ~tuv', 'N;GEN;PL')
	('ɔgrɛ~tu', 'N;GEN;SG')
	('ɔgrɛ~tɨ', 'N;ACC;PL')
	('ɔgrɛ~tɨ', 'N;NOM;PL')
	('ɔgrɛ~tɨ', 'N;VOC;PL')
okrężnica:	('ɔgrɛ~ʐɲi\U00100001ax', 'N;ESS;PL')
	('ɔgrɛ~ʐɲi\U00100001amʲi', 'N;INS;PL')
	('ɔgrɛ~ʐɲi\U00100001ɔ̃', 'N;INS;SG')
	('ɔ k r ɛ̃ ʐ ɲ i t͡s a', 'N;NOM;SG')
	('ɔgrɛ~ʐɲi\U00100001ɛ', 'N;ACC;PL')
	('ɔgrɛ~ʐɲi\U00100001ɛ~', 'N;ACC;SG')
	('ɔgrɛ~ʐɲi\U00100001ɛ', 'N;NOM;PL')
	('ɔgrɛ~ʐɲi\U00100001ɛ', 'N;VOC;PL')
	('ɔgrɛ~ʐɲi\U00100001', 'N;GEN;PL')
	('ɔgrɛ~ʐɲi\U00100001ɔm', 'N;DAT;PL')
	('ɔgrɛ~ʐɲi\U00100001ɔ', 'N;VOC;SG')
	('ɔgrɛ~ʐɲi\U00100001ɨ', 'N;DAT;SG')
	('ɔgrɛ~ʐɲi\U00100001ɨ', 'N;ESS;SG')
	('ɔgrɛ~ʐɲi\U00100001ɨ', 'N;GEN;SG')
okrucieństwo:	('ɔgru\U00100001ʲiɛɲsdvax', 'N;ESS;PL')
	('ɔgru\U00100001ʲiɛɲsdvamʲi', 'N;INS;PL')
	('ɔgru\U00100001ʲiɛɲsdva', 'N;ACC;PL')
	('ɔgru\U00100001ʲiɛɲsdva', 'N;GEN;SG')
	('ɔgru\U00100001ʲiɛɲsdva', 'N;NOM;PL')
	('ɔgru\U00100001ʲiɛɲsdva', 'N;VOC;PL')
	('ɔgru\U00100001ʲiɛɲsdvɛm', 'N;INS;SG')
	('ɔgru\U00100001ʲiɛɲsdvʲiɛ', 'N;ESS;SG')
	('ɔgru\U00100001ʲiɛɲsdv', 'N;GEN;PL')
	('ɔgru\U00100001ʲiɛɲsdvɔm', 'N;DAT;PL')
	('ɔ k r u t͡ɕ ɛ ɲ s t f ɔ', 'N;ACC;SG')
	('ɔ k r u t͡ɕ ɛ ɲ s t f ɔ', 'N;NOM;SG')
	('ɔ k r u t͡ɕ ɛ ɲ s t f ɔ', 'N;VOC;SG')
	('ɔgru\U00100001ʲiɛɲsdvu', 'N;DAT;SG')
okrzemka:	('ɔgʐɛm\U00100001ɛ', 'N;DAT;SG')
	('ɔgʐɛm\U00100001ɛ', 'N;ESS;SG')
	('ɔgʐɛmɛk', 'N;GEN;PL')
	('ɔgʐɛmkax', 'N;ESS;PL')
	('ɔgʐɛmkamʲi', 'N;INS;PL')
	('ɔgʐɛmkɔ̃', 'N;INS;SG')
	('ɔ k ʂ ɛ m k a', 'N;NOM;SG')
	('ɔgʐɛmkɛ~', 'N;ACC;SG')
	('ɔgʐɛmkʲi', 'N;ACC;PL')
	('ɔgʐɛmkʲi', 'N;GEN;SG')
	('ɔgʐɛmkʲi', 'N;NOM;PL')
	('ɔgʐɛmkʲi', 'N;VOC;PL')
	('ɔgʐɛmkɔm', 'N;DAT;PL')
	('ɔgʐɛmkɔ', 'N;VOC;SG')
okrzyn:	('ɔgʐɨnax', 'N;ESS;PL')
	('ɔgʐɨnamʲi', 'N;INS;PL')
	('ɔgʐɨnɛm', 'N;INS;SG')
	('ɔgʐɨɲiɛ', 'N;ESS;SG')
	('ɔgʐɨɲiɛ', 'N;VOC;SG')
	('ɔ k ʂ ɨ n', 'N;ACC;SG')
	('ɔ k ʂ ɨ n', 'N;NOM;SG')
	('ɔgʐɨnɔm', 'N;DAT;PL')
	('ɔgʐɨnɔvʲi', 'N;DAT;SG')
	('ɔgʐɨnuv', 'N;GEN;PL')
	('ɔgʐɨnu', 'N;GEN;SG')
	('ɔgʐɨnɨ', 'N;ACC;PL')
	('ɔgʐɨnɨ', 'N;NOM;PL')
	('ɔgʐɨnɨ', 'N;VOC;PL')
oksymoron:	('ɔksɨmɔrɔnax', 'N;ESS;PL')
	('ɔksɨmɔrɔnamʲi', 'N;INS;PL')
	('ɔksɨmɔrɔnɛm', 'N;INS;SG')
	('ɔksɨmɔrɔɲiɛ', 'N;ESS;SG')
	('ɔksɨmɔrɔɲiɛ', 'N;VOC;SG')
	('ɔksɨmɔrɔn', 'N;ACC;SG')
	('ɔksɨmɔrɔn', 'N;NOM;SG')
	('ɔksɨmɔrɔnɔm', 'N;DAT;PL')
	('ɔksɨmɔrɔnɔvʲi', 'N;DAT;SG')
	('ɔksɨmɔrɔnuv', 'N;GEN;PL')
	('ɔksɨmɔrɔnu', 'N;GEN;SG')
	('ɔksɨmɔrɔnɨ', 'N;ACC;PL')
	('ɔksɨmɔrɔnɨ', 'N;NOM;PL')
	('ɔksɨmɔrɔnɨ', 'N;VOC;PL')
oktan:	('ɔktanax', 'N;ESS;PL')
	('ɔktanamʲi', 'N;INS;PL')
	('ɔktanɛm', 'N;INS;SG')
	('ɔktaɲiɛ', 'N;ESS;SG')
	('ɔktaɲiɛ', 'N;VOC;SG')
	('ɔ k t a n', 'N;ACC;SG')
	('ɔ k t a n', 'N;NOM;SG')
	('ɔktanɔm', 'N;DAT;PL')
	('ɔktanɔvʲi', 'N;DAT;SG')
	('ɔktanuv', 'N;GEN;PL')
	('ɔktanu', 'N;GEN;SG')
	('ɔktanɨ', 'N;ACC;PL')
	('ɔktanɨ', 'N;NOM;PL')
	('ɔktanɨ', 'N;VOC;PL')
oktant:	('ɔktan\U00100001ʲiɛ', 'N;ESS;SG')
	('ɔktan\U00100001ʲiɛ', 'N;VOC;SG')
	('ɔktantax', 'N;ESS;PL')
	('ɔktantamʲi', 'N;INS;PL')
	('ɔktantɛm', 'N;INS;SG')
	('ɔ k t a n t', 'N;ACC;SG')
	('ɔ k t a n t', 'N;NOM;SG')
	('ɔktantɔm', 'N;DAT;PL')
	('ɔktantɔvʲi', 'N;DAT;SG')
	('ɔktantuv', 'N;GEN;PL')
	('ɔktantu', 'N;GEN;SG')
	('ɔktantɨ', 'N;ACC;PL')
	('ɔktantɨ', 'N;NOM;PL')
	('ɔktantɨ', 'N;VOC;PL')
okulista:	('ɔkulʲiɕ\U00100001ʲiɛ', 'N;DAT;SG')
	('ɔkulʲiɕ\U00100001ʲiɛ', 'N;ESS;SG')
	('ɔkulʲiɕ\U00100001ʲi', 'N;NOM;PL')
	('ɔkulʲiɕ\U00100001ʲi', 'N;VOC;PL')
	('ɔkulʲistax', 'N;ESS;PL')
	('ɔkulʲistamʲi', 'N;INS;PL')
	('ɔkulʲistɔ̃', 'N;INS;SG')
	('ɔ k u lʲ i s t a', 'N;NOM;SG')
	('ɔkulʲistɛ~', 'N;ACC;SG')
	('ɔkulʲistɔm', 'N;DAT;PL')
	('ɔkulʲistɔ', 'N;VOC;SG')
	('ɔkulʲistuv', 'N;ACC;PL')
	('ɔkulʲistuv', 'N;GEN;PL')
	('ɔkulʲistɨ', 'N;GEN;SG')
okulistka:	('ɔkulʲist\U00100001ɛ', 'N;DAT;SG')
	('ɔkulʲist\U00100001ɛ', 'N;ESS;SG')
	('ɔkulʲistɛk', 'N;GEN;PL')
	('ɔkulʲistkax', 'N;ESS;PL')
	('ɔkulʲistkamʲi', 'N;INS;PL')
	('ɔkulʲistkɔ̃', 'N;INS;SG')
	('ɔkulʲistka', 'N;NOM;SG')
	('ɔkulʲistkɛ~', 'N;ACC;SG')
	('ɔkulʲistkʲi', 'N;ACC;PL')
	('ɔkulʲistkʲi', 'N;GEN;SG')
	('ɔkulʲistkʲi', 'N;NOM;PL')
	('ɔkulʲistkʲi', 'N;VOC;PL')
	('ɔkulʲistkɔm', 'N;DAT;PL')
	('ɔkulʲistkɔ', 'N;VOC;SG')
okultyzm:	('ɔkultɨzmɛm', 'N;INS;SG')
	('ɔkultɨzmʲiɛ', 'N;ESS;SG')
	('ɔkultɨzmʲiɛ', 'N;VOC;SG')
	('ɔkultɨzm', 'N;ACC;SG')
	('ɔkultɨzm', 'N;NOM;SG')
	('ɔkultɨzmɔvʲi', 'N;DAT;SG')
	('ɔkultɨzmu', 'N;GEN;SG')
okup:	('ɔkupax', 'N;ESS;PL')
	('ɔkupamʲi', 'N;INS;PL')
	('ɔ k u p ɛ m', 'N;INS;SG')
	('ɔ k u pʲ ɛ', 'N;ESS;SG')
	('ɔ k u pʲ ɛ', 'N;VOC;SG')
	('ɔ k u p', 'N;ACC;SG')
	('ɔ k u p', 'N;NOM;SG')
	('ɔkupɔm', 'N;DAT;PL')
	('ɔkupɔvʲi', 'N;DAT;SG')
	('ɔkupuv', 'N;GEN;PL')
	('ɔ k u p u', 'N;GEN;SG')
	('ɔkupɨ', 'N;ACC;PL')
	('ɔkupɨ', 'N;NOM;PL')
	('ɔkupɨ', 'N;VOC;PL')
olbrzymka:	('ɔlbʐɨm\U00100001ɛ', 'N;DAT;SG')
	('ɔlbʐɨm\U00100001ɛ', 'N;ESS;SG')
	('ɔlbʐɨmɛk', 'N;GEN;PL')
	('ɔlbʐɨmkax', 'N;ESS;PL')
	('ɔlbʐɨmkamʲi', 'N;INS;PL')
	('ɔlbʐɨmkɔ̃', 'N;INS;SG')
	('ɔ l b ʐ ɨ m k a', 'N;NOM;SG')
	('ɔlbʐɨmkɛ~', 'N;ACC;SG')
	('ɔlbʐɨmkʲi', 'N;ACC;PL')
	('ɔlbʐɨmkʲi', 'N;GEN;SG')
	('ɔlbʐɨmkʲi', 'N;NOM;PL')
	('ɔlbʐɨmkʲi', 'N;VOC;PL')
	('ɔlbʐɨmkɔm', 'N;DAT;PL')
	('ɔlbʐɨmkɔ', 'N;VOC;SG')
olcha:	('ɔ l x a x', 'N;ESS;PL')
	('ɔ l x a mʲ i', 'N;INS;PL')
	('ɔ l x ɔ̃', 'N;INS;SG')
	('ɔ l x a', 'N;NOM;SG')
	('ɔ l x ɛ', 'N;ACC;SG')
	('ɔ l x', 'N;GEN;PL')
	('ɔ l x ɔ m', 'N;DAT;PL')
	('ɔ l x ɔ', 'N;VOC;SG')
	('ɔ l x ɨ', 'N;ACC;PL')
	('ɔ l x ɨ', 'N;GEN;SG')
	('ɔ l x ɨ', 'N;NOM;PL')
	('ɔ l x ɨ', 'N;VOC;PL')
	('ɔ l ʂ ɛ', 'N;DAT;SG')
	('ɔ l ʂ ɛ', 'N;ESS;SG')
olej:	('ɔlɛjax', 'N;ESS;PL')
	('ɔlɛjamʲi', 'N;INS;PL')
	('ɔlɛjɛm', 'N;INS;SG')
	('ɔ l ɛ j ɛ', 'N;ACC;PL')
	('ɔ l ɛ j ɛ', 'N;NOM;PL')
	('ɔ l ɛ j ɛ', 'N;VOC;PL')
	('ɔ l ɛ j', 'N;ACC;SG')
	('ɔ l ɛ j', 'N;NOM;SG')
	('ɔlɛjɔm', 'N;DAT;PL')
	('ɔlɛjɔvʲi', 'N;DAT;SG')
	('ɔlɛjuv', 'N;GEN;PL')
	('ɔlɛju', 'N;ESS;SG')
	('ɔlɛju', 'N;GEN;SG')
	('ɔlɛju', 'N;VOC;SG')
olimpiada:	('ɔlʲimpʲiadax', 'N;ESS;PL')
	('ɔlʲimpʲiadamʲi', 'N;INS;PL')
	('ɔlʲimpʲiadɔ̃', 'N;INS;SG')
	('ɔ lʲ i m pʲ a d a', 'N;NOM;SG')
	('ɔlʲimpʲiadɛ~', 'N;ACC;SG')
	('ɔlʲimpʲiat', 'N;GEN;PL')
	('ɔlʲimpʲiadɔm', 'N;DAT;PL')
	('ɔlʲimpʲiadɔ', 'N;VOC;SG')
	('ɔlʲimpʲiadɨ', 'N;ACC;PL')
	('ɔlʲimpʲiadɨ', 'N;GEN;SG')
	('ɔlʲimpʲiadɨ', 'N;NOM;PL')
	('ɔlʲimpʲiadɨ', 'N;VOC;PL')
	('ɔlʲimpʲiadʑiɛ', 'N;DAT;SG')
	('ɔlʲimpʲiadʑiɛ', 'N;ESS;SG')
oliwa:	('ɔlʲivax', 'N;ESS;PL')
	('ɔlʲivamʲi', 'N;INS;PL')
	('ɔlʲivɔ̃', 'N;INS;SG')
	('ɔ lʲ i v a', 'N;NOM;SG')
	('ɔlʲivɛ~', 'N;ACC;SG')
	('ɔlʲivʲiɛ', 'N;DAT;SG')
	('ɔlʲivʲiɛ', 'N;ESS;SG')
	('ɔlʲiv', 'N;GEN;PL')
	('ɔlʲivɔm', 'N;DAT;PL')
	('ɔlʲivɔ', 'N;VOC;SG')
	('ɔlʲivɨ', 'N;ACC;PL')
	('ɔlʲivɨ', 'N;GEN;SG')
	('ɔlʲivɨ', 'N;NOM;PL')
	('ɔlʲivɨ', 'N;VOC;PL')
oliwka:	('ɔlʲiv\U00100001ɛ', 'N;DAT;SG')
	('ɔlʲiv\U00100001ɛ', 'N;ESS;SG')
	('ɔlʲivɛk', 'N;GEN;PL')
	('ɔlʲivkax', 'N;ESS;PL')
	('ɔlʲivkamʲi', 'N;INS;PL')
	('ɔlʲivkɔ̃', 'N;INS;SG')
	('ɔ lʲ i f k a', 'N;NOM;SG')
	('ɔlʲivkɛ~', 'N;ACC;SG')
	('ɔlʲivkʲi', 'N;ACC;PL')
	('ɔlʲivkʲi', 'N;GEN;SG')
	('ɔlʲivkʲi', 'N;NOM;PL')
	('ɔlʲivkʲi', 'N;VOC;PL')
	('ɔlʲivkɔm', 'N;DAT;PL')
	('ɔlʲivkɔ', 'N;VOC;SG')
ołówek:	('ɔ w u v ɛ k', 'N;ACC;SG')
	('ɔ w u v ɛ k', 'N;NOM;SG')
	('ɔwuvkax', 'N;ESS;PL')
	('ɔwuvkamʲi', 'N;INS;PL')
	('ɔ w u f k a', 'N;GEN;SG')
	('ɔwuvkʲiɛm', 'N;INS;SG')
	('ɔ w u f kʲ i', 'N;ACC;PL')
	('ɔ w u f kʲ i', 'N;NOM;PL')
	('ɔ w u f kʲ i', 'N;VOC;PL')
	('ɔwuvkɔm', 'N;DAT;PL')
	('ɔwuvkɔvʲi', 'N;DAT;SG')
	('ɔwuvkuv', 'N;GEN;PL')
	('ɔwuvku', 'N;ESS;SG')
	('ɔwuvku', 'N;VOC;SG')
ołów:	('ɔ w ɔ vʲ ɛ m', 'N;INS;SG')
	('ɔ w ɔ vʲ ɔ vʲ i', 'N;DAT;SG')
	('ɔ w ɔ vʲ u', 'N;ESS;SG')
	('ɔ w ɔ vʲ u', 'N;GEN;SG')
	('ɔ w ɔ vʲ u', 'N;VOC;SG')
	('ɔ w u f', 'N;ACC;SG')
	('ɔ w u f', 'N;NOM;SG')
olsza:	('ɔlzzax', 'N;ESS;PL')
	('ɔlzzamʲi', 'N;INS;PL')
	('ɔ l ʂ ɔ̃', 'N;INS;SG')
	('ɔ l ʂ a', 'N;NOM;SG')
	('ɔ l ʂ ɛ', 'N;ACC;PL')
	('ɔ l ʂ ɛ', 'N;ACC;SG')
	('ɔ l ʂ ɛ', 'N;NOM;PL')
	('ɔ l ʂ ɛ', 'N;VOC;PL')
	('ɔ l ʂ', 'N;GEN;PL')
	('ɔlzzɔm', 'N;DAT;PL')
	('ɔ l ʂ ɔ', 'N;VOC;SG')
	('ɔ l ʂ ɨ', 'N;DAT;SG')
	('ɔ l ʂ ɨ', 'N;ESS;SG')
	('ɔ l ʂ ɨ', 'N;GEN;SG')
ołtarz:	('ɔwtaʐax', 'N;ESS;PL')
	('ɔwtaʐamʲi', 'N;INS;PL')
	('ɔwtaʐa', 'N;GEN;SG')
	('ɔwtaʐɛm', 'N;INS;SG')
	('ɔwtaʐɛ', 'N;ACC;PL')
	('ɔwtaʐɛ', 'N;NOM;PL')
	('ɔwtaʐɛ', 'N;VOC;PL')
	('ɔ w t a ʂ', 'N;ACC;SG')
	('ɔ w t a ʂ', 'N;NOM;SG')
	('ɔwtaʐɔm', 'N;DAT;PL')
	('ɔwtaʐɔvʲi', 'N;DAT;SG')
	('ɔwtaʐu', 'N;ESS;SG')
	('ɔwtaʐu', 'N;VOC;SG')
	('ɔwtaʐɨ', 'N;GEN;PL')
omam:	('ɔmamax', 'N;ESS;PL')
	('ɔmamamʲi', 'N;INS;PL')
	('ɔmamɛm', 'N;INS;SG')
	('ɔ m a mʲ ɛ', 'N;ESS;SG')
	('ɔ m a mʲ ɛ', 'N;VOC;SG')
	('ɔ m a m', 'N;ACC;SG')
	('ɔ m a m', 'N;NOM;SG')
	('ɔmamɔm', 'N;DAT;PL')
	('ɔmamɔvʲi', 'N;DAT;SG')
	('ɔmamuv', 'N;GEN;PL')
	('ɔmamu', 'N;GEN;SG')
	('ɔmamɨ', 'N;ACC;PL')
	('ɔmamɨ', 'N;NOM;PL')
	('ɔmamɨ', 'N;VOC;PL')
oman:	('ɔ m a n a x', 'N;ESS;PL')
	('ɔ m a n a x', 'N;VOC;PL')
	('ɔ m a n a mʲ i', 'N;INS;PL')
	('ɔ m a n ɛ m', 'N;INS;SG')
	('ɔ m a ɲ ɛ', 'N;ESS;SG')
	('ɔ m a ɲ ɛ', 'N;VOC;SG')
	('ɔ m a n', 'N;ACC;SG')
	('ɔ m a n', 'N;NOM;SG')
	('ɔ m a n ɔ m', 'N;DAT;PL')
	('ɔ m a n ɔ vʲ i', 'N;DAT;SG')
	('ɔmanuv', 'N;GEN;PL')
	('ɔ m a n u', 'N;GEN;SG')
	('ɔ m a n ɨ', 'N;ACC;PL')
	('ɔ m a n ɨ', 'N;NOM;PL')
om:	('ɔmax', 'N;ESS;PL')
	('ɔ m a mʲ i', 'N;INS;PL')
	('ɔma', 'N;GEN;SG')
	('ɔmɛm', 'N;INS;SG')
	('ɔmʲiɛ', 'N;ESS;SG')
	('ɔmʲiɛ', 'N;VOC;SG')
	('ɔ m', 'N;ACC;SG')
	('ɔ m', 'N;NOM;SG')
	('ɔmɔm', 'N;DAT;PL')
	('ɔmɔvʲi', 'N;DAT;SG')
	('ɔ m u f', 'N;GEN;PL')
	('ɔmɨ', 'N;ACC;PL')
	('ɔmɨ', 'N;NOM;PL')
	('ɔmɨ', 'N;VOC;PL')
onanizm:	('ɔnaɲizmɛm', 'N;INS;SG')
	('ɔnaɲizmʲiɛ', 'N;ESS;SG')
	('ɔnaɲizmʲiɛ', 'N;VOC;SG')
	('ɔ n a ɲ i z m', 'N;ACC;SG')
	('ɔ n a ɲ i z m', 'N;NOM;SG')
	('ɔnaɲizmɔvʲi', 'N;DAT;SG')
	('ɔnaɲizmu', 'N;GEN;SG')
onomatopeja:	('ɔnɔmatɔpɛi', 'N;DAT;SG')
	('ɔnɔmatɔpɛi', 'N;ESS;SG')
	('ɔnɔmatɔpɛi', 'N;GEN;PL')
	('ɔnɔmatɔpɛi', 'N;GEN;SG')
	('ɔnɔmatɔpɛjax', 'N;ESS;PL')
	('ɔnɔmatɔpɛjamʲi', 'N;INS;PL')
	('ɔnɔmatɔpɛjɔ̃', 'N;INS;SG')
	('ɔ n ɔ m a t ɔ p ɛ j a', 'N;NOM;SG')
	('ɔnɔmatɔpɛjɛ', 'N;ACC;PL')
	('ɔnɔmatɔpɛjɛ~', 'N;ACC;SG')
	('ɔnɔmatɔpɛjɛ', 'N;NOM;PL')
	('ɔnɔmatɔpɛjɛ', 'N;VOC;PL')
	('ɔnɔmatɔpɛjɔm', 'N;DAT;PL')
	('ɔnɔmatɔpɛjɔ', 'N;VOC;SG')
opactwo:	('ɔpa\U00100001tɛv', 'N;GEN;PL')
	('ɔpa\U00100001dvax', 'N;ESS;PL')
	('ɔpa\U00100001dvamʲi', 'N;INS;PL')
	('ɔpa\U00100001dva', 'N;ACC;PL')
	('ɔpa\U00100001dva', 'N;GEN;SG')
	('ɔpa\U00100001dva', 'N;NOM;PL')
	('ɔpa\U00100001dva', 'N;VOC;PL')
	('ɔpa\U00100001dvɛm', 'N;INS;SG')
	('ɔpa\U00100001dvʲiɛ', 'N;ESS;SG')
	('ɔpa\U00100001dvɔm', 'N;DAT;PL')
	('ɔ p a t͡s t f ɔ', 'N;ACC;SG')
	('ɔ p a t͡s t f ɔ', 'N;NOM;SG')
	('ɔ p a t͡s t f ɔ', 'N;VOC;SG')
	('ɔpa\U00100001dvu', 'N;DAT;SG')
opad:	('ɔpadax', 'N;ESS;PL')
	('ɔpadamʲi', 'N;INS;PL')
	('ɔpadɛm', 'N;INS;SG')
	('ɔ p a t', 'N;ACC;SG')
	('ɔ p a t', 'N;NOM;SG')
	('ɔpadɔm', 'N;DAT;PL')
	('ɔpadɔvʲi', 'N;DAT;SG')
	('ɔpaduv', 'N;GEN;PL')
	('ɔpadu', 'N;GEN;SG')
	('ɔpadɨ', 'N;ACC;PL')
	('ɔpadɨ', 'N;NOM;PL')
	('ɔpadɨ', 'N;VOC;PL')
	('ɔpadʑiɛ', 'N;ESS;SG')
	('ɔpadʑiɛ', 'N;VOC;SG')
opalenizna:	('ɔpalɛɲiznax', 'N;ESS;PL')
	('ɔpalɛɲiznamʲi', 'N;INS;PL')
	('ɔpalɛɲiznɔ̃', 'N;INS;SG')
	('ɔ p a l ɛ ɲ i z n a', 'N;NOM;SG')
	('ɔpalɛɲiznɛ~', 'N;ACC;SG')
	('ɔpalɛɲiʑɲiɛ', 'N;DAT;SG')
	('ɔpalɛɲiʑɲiɛ', 'N;ESS;SG')
	('ɔpalɛɲizn', 'N;GEN;PL')
	('ɔpalɛɲiznɔm', 'N;DAT;PL')
	('ɔpalɛɲiznɔ', 'N;VOC;SG')
	('ɔpalɛɲiznɨ', 'N;ACC;PL')
	('ɔpalɛɲiznɨ', 'N;GEN;SG')
	('ɔpalɛɲiznɨ', 'N;NOM;PL')
	('ɔpalɛɲiznɨ', 'N;VOC;PL')
opal:	('ɔ p a l a x', 'N;ESS;PL')
	('ɔ p a l a mʲ i', 'N;INS;PL')
	('ɔ p a l ɛ m', 'N;INS;SG')
	('ɔ p a l ɛ', 'N;ACC;PL')
	('ɔ p a l ɛ', 'N;NOM;PL')
	('ɔ p a l ɛ', 'N;VOC;PL')
	('ɔ p a lʲ i', 'N;GEN;PL')
	('ɔ p a l', 'N;ACC;SG')
	('ɔ p a l', 'N;NOM;SG')
	('ɔ p a l ɔ m', 'N;DAT;PL')
	('ɔ p a l ɔ vʲ i', 'N;DAT;SG')
	('ɔ p a l u', 'N;ESS;SG')
	('ɔ p a l u', 'N;GEN;SG')
	('ɔ p a l u', 'N;VOC;SG')
opał:	('ɔpawɛm', 'N;INS;SG')
	('ɔ p a l ɛ', 'N;ESS;SG')
	('ɔ p a l ɛ', 'N;VOC;SG')
	('ɔ p a w', 'N;ACC;SG')
	('ɔ p a w', 'N;NOM;SG')
	('ɔpawɔvʲi', 'N;DAT;SG')
	('ɔpawu', 'N;GEN;SG')
opatentowanie:	('ɔpatɛntɔvaɲia', 'N;GEN;SG')
	('ɔpatɛntɔvaɲiɛm', 'N;INS;SG')
	('ɔ p a t ɛ n t ɔ v a ɲ ɛ', 'N;ACC;SG')
	('ɔ p a t ɛ n t ɔ v a ɲ ɛ', 'N;NOM;SG')
	('ɔ p a t ɛ n t ɔ v a ɲ ɛ', 'N;VOC;SG')
	('ɔpatɛntɔvaɲiu', 'N;DAT;SG')
	('ɔpatɛntɔvaɲiu', 'N;ESS;SG')
opat:	('ɔpa\U00100001ʲiɛ', 'N;ESS;SG')
	('ɔpa\U00100001ʲiɛ', 'N;VOC;SG')
	('ɔpa\U00100001ʲi', 'N;NOM;PL')
	('ɔpa\U00100001ʲi', 'N;VOC;PL')
